ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance,Chemistry,Astrology,Spaceology,Life Science,Earth Science,Data Science,kfold
5520,0,0,1,1,0,0,0,0,0,1,0,1,3
1031,1,0,0,1,0,0,0,0,0,1,0,1,3
3633,1,0,0,1,0,0,0,0,0,0,0,1,0
4950,0,1,1,0,0,0,0,0,0,1,0,1,3
1207,1,0,0,0,1,0,0,0,0,1,0,0,3
9138,1,0,0,1,0,0,0,0,0,0,0,1,2
8943,0,0,1,1,0,0,0,0,0,0,0,0,1
1209,0,1,1,0,0,0,1,0,0,0,0,0,2
8942,1,0,0,1,0,0,0,0,0,0,0,1,0
1210,0,1,1,0,0,0,0,0,0,0,0,1,2
1211,0,1,1,0,0,0,0,0,0,0,0,0,0
1408,1,1,0,0,0,0,0,0,0,1,0,1,2
9139,1,1,0,0,0,0,0,0,0,1,0,0,1
8941,1,0,0,1,0,0,0,0,0,1,0,0,2
1320,0,1,1,0,0,0,0,0,0,0,0,1,0
6335,0,0,1,1,0,0,0,0,0,0,0,1,1
1411,1,0,1,0,0,0,0,0,0,0,0,0,3
8939,0,1,1,0,0,0,0,0,0,1,0,0,3
9141,1,0,0,1,0,0,0,0,0,1,0,1,3
1212,1,0,1,0,0,0,0,0,0,1,0,1,3
1413,1,0,0,1,0,0,0,0,0,0,0,0,3
1319,1,0,0,1,0,0,0,0,0,1,0,0,1
1318,1,0,0,1,0,0,0,0,0,0,0,1,0
5065,1,0,0,1,0,0,0,0,0,1,0,1,3
5062,0,0,1,1,0,0,1,0,0,1,0,0,2
6220,0,1,1,0,0,0,0,0,0,1,0,0,0
6202,0,0,0,1,1,0,0,0,0,1,0,0,3
9135,0,0,1,1,0,0,0,0,0,1,0,0,1
1202,1,0,0,1,0,0,0,0,0,1,0,1,1
1136,1,0,0,1,0,0,0,0,0,1,0,1,0
4914,1,0,1,0,0,0,0,0,0,0,0,0,2
1395,0,0,1,1,0,0,0,0,0,1,0,1,3
9126,1,0,0,1,0,0,0,0,0,0,0,0,3
1324,1,0,0,1,0,0,0,0,0,0,0,0,0
4912,1,0,0,1,0,0,1,0,0,0,0,0,3
1398,0,0,1,1,0,0,0,0,0,0,0,1,2
5053,0,1,1,0,0,0,0,0,0,0,0,1,0
1133,0,0,0,1,1,0,0,0,0,1,0,1,1
1401,1,0,0,1,0,0,0,0,0,0,0,1,2
1130,1,0,0,1,0,0,0,0,0,0,0,1,2
1403,1,0,0,1,0,0,0,0,0,0,0,1,0
6223,0,0,1,1,0,0,0,0,0,0,0,1,2
1404,1,0,0,1,0,0,0,0,0,0,0,1,3
1125,0,1,0,1,0,0,0,0,0,1,0,1,2
6221,1,0,0,1,0,0,0,0,0,1,0,0,3
1323,0,1,1,0,0,0,0,0,0,1,0,0,3
5009,1,0,0,1,0,0,0,0,0,0,0,0,2
5007,1,0,0,1,0,0,0,0,0,0,0,1,2
4949,1,1,0,0,0,0,0,0,0,1,0,0,0
1315,1,0,0,1,0,0,0,0,0,1,0,1,1
5067,1,0,1,0,0,0,0,0,0,0,0,1,0
9060,0,1,1,0,0,0,0,0,0,0,0,0,1
6209,1,1,0,0,0,0,0,0,0,0,0,0,0
6208,1,0,0,1,0,0,0,0,0,1,0,1,2
8928,0,1,1,0,0,0,0,0,0,0,0,0,3
6206,1,0,0,1,0,0,0,0,0,1,0,0,0
9160,1,0,1,0,0,0,0,0,0,1,0,1,3
9161,1,0,0,1,0,0,0,0,0,1,0,1,1
1094,1,0,0,1,0,0,1,0,0,0,0,1,1
6302,1,0,0,1,0,0,0,0,0,0,0,0,3
6346,1,0,1,0,0,0,0,0,0,1,0,1,2
1093,1,0,0,1,0,0,0,0,0,1,0,0,0
6205,1,0,1,0,0,0,0,0,0,0,0,0,3
4895,1,0,0,1,0,0,0,0,0,1,0,1,1
6268,0,0,1,1,0,0,0,0,0,1,0,0,3
4892,1,1,0,0,0,0,0,0,0,0,0,0,0
5081,1,1,0,0,0,0,0,0,0,1,0,1,3
6269,0,0,1,1,0,0,0,0,0,0,0,0,0
6299,1,1,0,0,0,0,0,0,0,1,0,1,0
9166,1,0,0,1,0,0,0,0,0,0,0,1,0
9155,1,1,0,0,0,0,0,0,0,0,1,0,3
1311,1,1,0,0,0,0,0,0,0,0,0,0,3
6210,1,0,0,1,0,0,0,0,0,0,0,1,0
6264,1,0,0,1,0,0,0,0,0,1,0,1,0
1416,1,0,0,1,0,0,0,0,0,1,0,0,2
1112,0,1,0,1,0,0,0,0,0,0,0,0,2
6338,0,1,0,1,0,0,0,0,0,0,0,1,2
8935,0,0,1,1,0,0,0,0,0,0,0,1,0
9146,1,0,0,1,0,0,0,0,0,1,0,0,1
6215,0,1,1,0,0,0,0,0,0,0,0,1,0
6341,0,0,1,1,0,0,1,0,0,0,0,0,2
6303,1,0,0,1,0,0,0,0,0,0,0,1,3
9064,0,0,0,1,1,0,0,0,0,0,0,0,0
1223,1,0,0,1,0,0,0,0,0,1,0,1,2
5072,1,0,0,0,1,0,0,0,0,0,0,0,1
6265,1,0,0,1,0,0,0,0,0,0,0,0,2
1217,1,0,0,1,0,0,0,0,0,1,0,0,0
1218,1,0,1,0,0,0,0,0,0,0,0,0,2
1312,0,0,1,1,0,0,0,0,0,0,0,0,2
5004,1,0,0,1,0,0,0,0,0,1,0,0,3
6266,1,0,0,1,0,0,0,0,0,0,0,1,0
1221,1,0,1,0,0,0,0,0,0,1,0,1,1
1326,1,0,0,1,0,0,0,0,0,1,0,1,3
4916,0,0,1,1,0,0,0,0,0,0,0,1,1
5051,1,0,1,0,0,0,0,0,0,0,0,0,0
1367,1,0,0,1,0,0,0,0,0,0,0,0,2
1359,1,0,0,1,0,0,0,0,0,0,0,0,3
8970,1,0,1,0,0,0,0,0,0,1,0,1,2
9098,0,1,1,0,0,0,0,0,0,0,0,1,3
1341,1,0,1,0,0,0,1,0,0,1,0,0,1
8981,1,0,0,1,0,0,0,0,0,0,0,0,1
5034,0,0,1,1,0,0,0,0,0,1,0,1,3
8969,1,0,0,1,0,0,0,0,0,0,0,1,1
6249,0,1,1,0,0,0,0,0,0,0,0,1,3
1362,1,0,0,1,0,0,0,0,0,1,0,0,2
9086,1,0,0,1,0,0,0,0,0,0,0,1,1
5024,1,0,0,1,0,0,0,0,0,0,0,0,3
5023,1,0,0,1,0,0,0,0,0,0,0,0,0
1339,0,0,1,1,0,0,0,0,0,1,0,1,1
1165,1,0,1,0,0,0,0,0,0,0,0,0,2
1338,1,0,0,1,0,0,0,0,0,0,0,0,1
8967,1,0,1,0,0,0,0,0,0,0,0,1,3
1164,0,1,0,1,0,0,0,0,0,0,0,1,0
9102,1,0,0,1,0,0,0,0,0,0,0,1,2
1365,1,0,0,0,0,1,0,0,0,1,0,0,3
9097,1,0,1,0,0,0,0,0,0,0,0,1,1
1171,1,0,1,0,0,0,0,0,0,0,0,1,0
5033,0,1,1,0,0,0,0,0,0,0,0,0,1
1182,1,1,0,0,0,0,0,0,0,1,0,1,1
9091,1,1,0,0,0,0,0,0,0,0,0,0,1
1350,0,0,1,1,0,0,0,0,0,1,0,1,3
1351,1,0,1,0,0,0,0,0,0,1,0,0,3
4933,0,0,1,1,0,0,0,0,0,1,0,1,1
4934,0,0,1,1,0,0,0,0,0,1,0,1,2
1352,1,0,0,0,1,0,0,0,0,1,0,1,3
1353,0,0,1,1,0,0,0,0,0,0,0,0,2
1354,1,0,0,1,0,0,0,0,0,0,0,0,3
6314,1,0,0,1,0,0,0,0,0,1,0,0,3
5032,1,0,0,1,0,0,0,0,0,0,0,0,0
8973,1,0,0,1,0,0,0,0,0,0,0,1,1
6244,1,0,0,1,0,0,0,0,0,1,0,1,1
1183,0,0,0,1,0,1,0,0,0,0,0,0,1
1175,1,0,0,1,0,0,0,0,0,1,0,0,1
1345,1,0,0,1,0,0,0,0,0,1,0,1,0
1356,1,0,0,1,0,0,0,0,0,0,0,0,0
8979,0,1,1,0,0,0,0,0,0,0,0,0,1
4938,0,1,1,0,0,0,0,0,0,1,0,1,0
4929,1,1,0,0,0,0,0,0,0,0,0,0,0
9105,1,0,0,1,0,0,0,0,0,1,0,0,1
4944,1,0,0,1,0,0,0,0,0,1,0,0,1
4940,1,1,0,0,0,0,1,0,0,1,0,0,1
8987,1,0,0,1,0,0,0,0,0,0,0,1,2
1380,1,0,1,0,0,0,0,0,0,1,0,0,3
4922,0,1,1,0,0,0,1,0,0,0,0,1,0
9117,1,1,0,0,0,0,0,0,0,0,0,0,0
8958,0,0,1,1,0,0,0,0,0,0,0,0,2
9076,1,0,0,1,0,0,1,0,0,1,0,0,0
6256,1,0,1,0,0,0,1,0,0,1,0,1,2
6232,1,0,0,1,0,0,0,0,0,0,0,1,1
1385,1,1,0,0,0,0,0,0,0,0,0,1,3
9119,1,1,0,0,0,0,0,0,0,1,0,0,1
1386,1,0,0,1,0,0,0,0,0,0,0,1,1
1387,1,0,0,1,0,0,0,0,0,0,0,1,1
6231,1,0,0,1,0,0,0,0,0,0,1,0,3
1330,1,0,0,1,0,0,0,0,0,0,0,0,2
9122,1,0,1,0,0,0,0,0,0,0,0,0,1
1199,0,0,1,1,0,0,0,0,0,0,0,0,3
6327,0,1,1,0,0,0,0,0,0,0,0,1,2
1390,0,0,1,1,0,0,0,0,0,0,0,0,0
8988,1,0,0,0,1,0,0,0,0,0,0,0,0
1194,0,0,1,1,0,0,0,0,0,0,0,0,0
9115,0,0,1,1,0,0,0,0,0,1,0,1,2
1379,1,0,1,0,0,0,0,0,0,0,0,1,1
9108,1,0,0,1,0,0,0,0,0,0,0,0,1
1159,1,0,1,0,0,0,0,0,0,1,0,0,1
1370,1,0,0,1,0,0,0,0,0,0,0,1,2
6310,1,0,0,1,0,0,0,0,0,0,0,1,1
1334,1,0,0,1,0,0,0,0,0,1,0,0,3
5039,1,0,0,1,0,0,0,0,0,1,0,1,0
9107,0,1,1,0,0,0,0,0,0,1,0,1,1
1156,1,0,0,1,0,0,0,0,0,0,0,1,2
1371,1,0,1,0,0,0,0,0,0,0,0,0,3
5042,1,0,0,1,0,0,0,0,0,0,0,1,0
6234,1,0,0,1,0,0,0,0,0,1,0,1,2
6309,1,0,0,1,0,0,0,0,0,0,0,1,2
1375,1,1,0,0,0,0,0,0,0,0,0,1,2
6252,1,0,1,0,0,0,0,0,0,1,0,1,3
9080,0,0,1,1,0,0,0,0,0,1,0,0,0
1151,1,0,0,1,0,0,0,0,0,0,0,1,1
6236,0,1,1,0,0,0,0,0,0,0,0,1,3
1377,1,0,0,1,0,0,0,0,0,0,0,0,2
6254,1,0,0,1,0,0,0,0,0,0,0,0,3
6348,1,0,0,1,0,0,0,0,0,1,0,0,3
6246,1,0,0,1,0,0,0,0,0,0,0,0,2
9048,1,0,0,1,0,0,0,0,0,1,0,1,2
4983,1,0,0,1,0,0,0,0,0,1,0,0,1
1278,1,0,0,1,0,0,0,0,0,0,0,1,0
1450,1,0,0,1,0,0,0,0,0,1,0,1,3
6359,1,0,0,1,0,0,0,1,0,0,0,0,3
1295,1,0,0,1,0,0,0,0,0,1,0,1,0
1452,1,0,0,1,0,0,0,0,0,1,0,1,2
8905,1,0,1,0,0,0,0,0,0,1,0,0,0
4876,0,0,1,1,0,0,0,0,0,1,0,0,2
9211,0,0,1,1,0,0,0,0,0,0,0,0,1
9046,1,0,1,0,0,0,0,0,0,0,0,0,2
9035,1,0,0,1,0,0,0,0,0,0,0,0,2
1065,0,0,1,1,0,0,0,0,0,1,0,0,1
1293,1,0,0,1,0,0,0,0,0,1,0,1,1
9188,1,0,0,1,0,0,1,0,0,1,0,0,3
1063,1,0,0,1,0,0,0,0,0,0,0,0,0
8907,0,0,1,1,0,0,0,0,0,1,0,1,1
6193,1,0,0,1,0,0,0,0,0,1,0,0,2
6369,1,0,0,1,0,0,0,0,0,1,0,0,1
5095,0,0,1,1,0,0,0,0,0,1,0,1,1
4981,1,1,0,0,0,0,1,0,0,1,0,1,0
9183,0,1,1,0,0,0,0,0,0,0,0,0,0
1288,1,0,0,1,0,0,0,0,0,0,0,1,2
1470,1,0,0,1,0,0,0,0,0,0,0,1,0
9180,1,1,0,0,0,0,0,0,0,1,0,1,0
8890,1,0,0,1,0,0,1,0,0,0,0,0,3
1297,1,1,0,0,0,0,0,0,0,0,0,0,2
1472,0,0,1,1,0,0,0,0,0,0,0,1,2
5093,1,0,0,1,0,0,0,0,0,1,0,1,2
4979,1,0,0,1,0,0,0,0,0,0,0,1,3
9204,1,0,0,1,0,0,0,0,0,1,0,1,2
1298,1,0,1,0,0,0,0,0,0,0,0,0,3
1299,1,0,0,1,0,0,0,0,0,0,0,0,2
9017,1,0,0,1,0,0,0,0,0,1,0,0,3
9045,0,1,1,0,0,0,0,0,0,1,0,1,3
4864,1,0,0,1,0,0,0,0,0,1,0,0,1
4964,1,0,0,1,0,0,0,0,0,1,0,0,2
9014,1,1,0,0,0,0,0,0,0,0,0,1,3
1248,1,0,0,1,0,0,0,0,0,0,0,0,3
6188,1,0,0,1,0,0,0,0,0,0,0,1,2
4966,1,1,0,0,0,0,0,0,0,1,0,0,3
6292,0,0,1,1,0,0,0,0,0,0,0,0,3
1252,1,0,0,1,0,0,0,0,0,0,0,1,0
4988,1,0,0,1,0,0,0,0,0,0,0,0,1
5099,1,0,1,0,0,0,0,0,0,0,0,0,1
1290,1,0,0,1,0,0,0,0,0,0,0,0,1
4870,1,0,0,1,0,0,1,0,0,1,0,1,2
9193,1,0,0,1,0,0,1,0,0,0,0,0,2
6275,1,0,0,1,0,0,0,0,0,1,0,1,0
9194,1,0,0,1,0,0,0,0,0,1,0,0,0
6363,1,0,1,0,0,0,0,0,0,0,0,0,2
1463,1,0,0,1,0,0,0,0,0,0,0,0,2
4967,1,0,1,0,0,0,0,0,0,1,0,0,2
9010,1,0,0,1,0,0,0,0,0,1,0,1,1
4991,1,0,0,1,0,0,0,0,0,0,0,1,2
1246,1,0,0,1,0,0,0,0,0,0,0,0,1
6365,0,0,1,1,0,0,0,0,0,0,0,1,3
8901,1,0,0,1,0,0,0,0,1,0,0,0,3
1058,1,0,0,1,0,0,1,0,0,0,0,1,1
8902,0,1,1,0,0,0,0,0,0,1,0,1,1
4963,1,0,1,0,0,0,0,0,0,0,0,1,3
6279,1,0,0,1,0,0,0,0,0,0,0,1,1
6184,1,1,0,0,0,0,0,0,0,0,0,1,0
1060,1,0,1,0,0,0,0,0,0,1,0,1,1
1061,1,0,0,0,1,0,0,0,0,1,0,1,1
9199,0,0,1,1,0,0,0,0,0,1,0,0,3
1466,1,0,0,1,0,0,0,0,0,0,0,0,1
1244,0,1,1,0,0,0,0,0,0,0,0,0,0
4960,1,0,0,1,0,0,0,0,0,1,0,1,1
1289,1,0,1,0,0,0,0,0,0,1,0,1,2
4861,1,0,0,1,0,0,0,0,0,0,0,1,3
5113,1,0,0,1,0,0,1,0,0,0,0,0,2
1237,1,0,0,1,0,0,0,0,0,0,0,1,3
4997,1,0,0,1,0,0,0,0,0,1,0,1,3
6284,1,0,1,0,0,0,0,0,0,1,0,0,1
6371,1,0,0,1,0,0,0,0,0,0,0,0,0
6198,1,1,0,0,0,0,1,0,0,0,0,0,2
1266,1,0,0,1,0,0,0,0,0,1,0,0,0
1236,1,0,0,1,0,0,0,0,0,0,0,0,0
6353,1,0,0,1,0,0,0,0,0,1,0,0,2
1036,1,0,0,1,0,0,0,0,0,1,0,1,2
1267,0,1,1,0,0,0,0,0,0,1,0,0,1
1235,1,0,1,0,0,0,0,0,0,0,0,0,3
6352,0,0,1,1,0,0,0,0,0,1,0,1,3
4972,1,0,0,1,0,0,0,0,0,1,0,0,1
9176,0,0,1,1,0,0,0,0,0,1,0,1,3
4885,1,0,0,1,0,0,0,0,0,0,0,0,3
5090,1,0,1,0,0,0,0,0,0,0,0,1,0
6287,1,0,0,1,0,0,0,0,0,0,0,0,3
1037,1,0,0,1,0,0,0,0,0,0,0,0,2
1081,0,0,1,1,0,0,0,0,0,0,0,1,2
4996,1,0,0,1,0,0,0,0,0,1,0,0,1
9173,1,0,0,1,0,0,0,0,0,0,0,1,0
9002,0,0,1,1,0,0,0,0,0,0,0,1,0
9053,1,0,0,1,0,0,0,0,0,1,0,0,3
6350,1,0,1,0,0,0,0,0,0,1,0,1,3
9025,1,0,0,1,0,0,0,0,0,1,0,0,2
5114,1,0,1,0,0,0,0,0,0,1,0,0,0
9052,0,1,0,1,0,0,0,0,0,1,0,1,0
1273,1,0,1,0,0,0,0,0,0,1,0,0,0
1035,1,0,0,1,0,0,0,0,0,1,0,0,1
4890,1,0,0,1,0,0,0,0,0,0,0,0,2
1445,1,1,0,0,0,0,0,0,0,0,0,1,0
1274,1,0,0,1,0,0,0,0,0,1,0,1,2
1479,1,0,0,1,0,0,0,0,0,0,0,0,0
4995,0,0,1,1,0,0,0,0,0,0,0,1,0
1446,1,0,0,1,0,0,0,0,0,1,0,0,3
8883,1,0,0,1,0,0,0,0,0,0,0,0,3
9020,1,0,0,1,0,0,0,0,0,1,0,1,0
1306,1,0,0,1,0,0,0,0,0,1,0,0,0
5112,1,0,0,1,0,0,0,0,0,0,0,0,2
1443,0,0,1,1,0,0,0,0,0,0,0,1,1
6291,0,1,0,0,0,0,1,0,0,1,0,0,1
5860,0,0,1,0,0,0,0,0,0,1,0,0,2
7028,0,1,0,0,0,0,0,0,0,1,0,1,2
7129,0,0,1,0,0,0,0,0,0,0,0,0,2
6308,1,0,0,0,0,0,0,0,0,1,0,1,2
6470,1,0,0,0,0,0,0,0,0,1,0,0,1
5881,0,0,1,0,0,0,0,0,0,0,0,0,2
5879,1,0,0,0,0,0,0,0,0,0,0,1,0
7108,0,1,0,0,0,0,0,0,0,1,0,1,0
7034,0,0,0,1,0,0,0,0,0,1,0,1,3
6456,0,1,0,0,0,0,0,0,0,1,0,0,2
5928,0,1,0,0,0,0,1,0,0,0,0,0,0
7107,0,0,1,0,0,0,0,0,0,0,0,0,1
6457,0,0,0,0,1,0,0,0,0,1,0,0,0
6469,0,1,0,0,0,0,0,0,0,1,0,1,2
5930,0,1,0,0,0,0,1,0,0,0,0,1,0
5857,0,1,0,0,0,0,0,0,0,1,0,0,2
7030,1,0,0,0,0,0,0,0,0,0,0,0,0
7109,0,1,0,0,0,0,0,0,0,1,0,1,1
5858,0,1,0,0,0,0,0,0,0,0,0,0,2
7127,0,0,1,0,0,0,0,0,0,1,0,0,0
6513,0,0,1,0,0,0,0,0,0,0,0,1,2
7029,0,0,0,1,0,0,0,0,0,1,0,0,0
7106,0,0,1,0,0,0,0,0,0,0,0,0,3
5877,0,0,1,0,0,0,0,0,0,0,0,0,1
5878,0,1,0,0,0,0,0,0,0,0,0,0,3
7128,0,0,1,0,0,0,0,0,0,0,0,0,3
5876,1,0,0,0,0,0,0,0,0,1,0,0,3
5859,1,0,0,0,0,0,0,0,0,1,0,1,3
7126,0,1,0,0,0,0,1,0,0,0,0,0,0
5929,1,0,0,0,0,0,0,0,0,1,0,1,3
5865,0,1,0,0,0,0,0,0,0,1,0,1,0
7025,0,0,1,0,0,0,0,0,0,1,0,0,3
5932,1,0,0,0,0,0,0,0,0,0,0,0,3
6509,0,0,1,0,0,0,0,0,0,1,0,0,1
6312,0,0,1,0,0,0,0,0,0,0,0,0,0
7022,0,1,0,0,0,0,0,0,0,1,0,1,1
5937,1,0,0,0,0,0,0,0,0,0,0,0,0
7120,0,1,0,0,0,0,0,0,0,1,0,1,2
6289,0,0,0,1,0,0,0,0,0,1,0,0,3
6311,0,0,0,1,0,0,0,0,0,0,0,1,0
5864,0,0,1,0,0,0,0,0,0,1,0,0,0
6508,0,1,0,0,0,0,0,0,0,1,0,0,0
7117,0,0,1,0,0,0,0,0,0,0,0,0,2
5936,1,0,0,0,0,0,0,0,0,0,0,0,0
7125,0,1,0,0,0,0,0,0,0,0,0,1,2
6461,0,1,0,0,0,0,0,0,0,0,0,0,3
7020,0,0,1,0,0,0,0,0,0,1,0,1,3
6510,1,0,0,0,0,0,0,0,0,1,0,1,1
6460,0,1,0,0,0,0,0,0,0,1,0,1,2
5867,0,1,0,0,0,0,0,0,0,0,0,1,2
6511,0,0,0,0,1,0,0,0,0,0,0,1,3
7017,1,0,0,0,0,0,0,0,0,0,0,0,2
6288,0,0,0,1,0,0,0,0,0,1,0,0,3
5866,0,0,0,1,0,0,0,0,0,1,0,1,3
6462,1,0,0,0,0,0,0,0,0,0,0,1,3
7114,0,0,0,1,0,0,0,0,0,1,0,1,0
6290,0,1,0,0,0,0,0,0,0,1,0,1,0
7023,1,0,0,0,0,0,0,0,0,1,0,1,0
5874,1,0,0,0,0,0,0,0,0,1,0,1,0
6467,0,1,0,0,0,0,0,0,0,0,0,0,3
7110,0,0,1,0,0,0,0,0,0,0,0,0,1
6466,0,0,0,0,1,0,0,0,0,0,0,1,3
7111,1,0,0,0,0,0,0,0,0,0,0,0,0
5861,0,0,1,0,0,0,0,0,0,1,0,0,3
6286,0,0,1,0,0,0,1,0,0,1,1,1,0
5933,0,1,0,0,0,0,0,0,0,1,0,0,1
6465,1,0,0,0,0,0,0,0,0,0,0,0,0
7019,1,0,0,0,0,0,0,0,0,1,0,1,1
6313,0,0,1,0,0,0,0,0,0,1,0,1,0
6506,0,1,0,0,0,0,0,0,0,1,0,0,2
5872,0,0,0,1,0,0,0,0,0,0,0,1,0
7124,1,0,0,0,0,0,0,0,0,1,0,0,2
6464,1,0,0,0,0,0,0,0,0,0,0,0,2
7024,0,1,0,0,0,0,0,0,0,0,0,0,2
6463,0,0,0,0,1,0,0,0,0,0,0,1,1
7015,0,1,0,0,0,0,0,0,0,0,0,1,2
7123,0,0,1,0,0,0,0,0,0,0,0,0,2
5913,0,0,0,1,0,0,0,0,0,0,0,0,2
6477,0,0,1,0,0,0,0,0,0,1,0,1,0
7035,1,0,0,0,0,0,0,0,0,1,0,0,1
7051,0,1,0,0,0,0,0,0,0,1,0,0,2
7054,0,0,1,0,0,0,0,0,0,0,0,0,1
6497,0,0,0,0,0,1,0,0,0,0,0,1,3
5904,0,1,0,0,0,0,0,0,0,1,0,1,1
5916,0,1,0,0,0,0,0,0,0,1,0,1,1
5903,0,0,1,0,0,0,0,0,0,1,0,0,0
6296,0,1,0,0,0,0,0,0,0,0,0,0,0
7052,0,1,0,0,0,0,0,0,0,1,0,0,2
5918,0,0,1,0,0,0,0,0,0,1,0,1,0
7074,0,0,1,0,0,0,0,0,0,0,0,1,2
5902,0,1,0,0,0,0,0,0,0,1,0,0,1
6295,0,0,1,0,0,0,0,0,0,1,0,0,1
7130,0,0,0,1,0,0,0,0,0,0,0,0,3
6488,0,1,0,0,0,0,0,0,0,1,0,0,3
6487,0,1,0,0,0,0,0,0,0,0,0,0,3
7072,0,1,0,0,0,0,0,0,0,1,0,0,0
5920,0,0,1,0,0,0,0,0,0,1,0,1,1
7075,0,0,1,0,0,0,0,0,0,1,0,1,2
5901,0,1,0,0,0,0,0,0,0,0,0,1,3
7076,0,0,1,0,0,0,0,0,0,0,0,0,1
7049,0,0,0,0,1,0,0,0,0,1,0,0,1
6486,0,1,0,0,0,0,1,0,0,1,0,0,3
7048,1,0,0,0,0,0,1,0,0,1,0,0,3
7077,0,0,1,0,0,0,0,0,0,0,0,0,2
6485,0,1,0,0,0,0,0,0,0,1,0,0,1
6484,0,1,0,0,0,0,0,0,0,1,0,1,0
7047,1,0,0,0,0,0,1,0,0,0,0,1,3
7079,0,1,0,0,0,0,0,0,0,1,0,1,3
6304,0,0,1,0,0,0,0,0,0,1,0,1,3
7073,0,0,1,0,0,0,0,0,0,1,0,0,1
5905,1,0,0,0,0,0,0,0,0,1,0,0,3
5882,1,0,0,0,0,0,0,0,0,1,0,1,2
6494,0,1,0,0,0,0,0,0,0,0,0,0,3
5912,0,1,0,0,0,0,0,0,0,0,0,0,3
5911,1,0,0,0,0,0,0,0,0,1,0,0,1
7058,0,0,1,0,0,0,0,0,0,0,0,1,2
7059,0,1,0,0,0,0,0,0,0,1,0,0,0
5914,0,0,0,1,0,0,0,0,0,1,0,1,1
5910,1,0,0,0,0,0,0,0,0,0,0,1,3
7060,0,1,0,0,0,0,0,0,0,0,0,1,1
5915,0,0,1,0,0,0,0,0,0,1,0,1,2
7061,1,0,0,0,0,0,0,0,0,0,0,1,0
7062,0,1,0,0,0,0,0,0,0,1,0,0,0
6495,1,0,0,0,0,0,0,0,0,0,0,0,2
7063,0,1,0,0,0,0,0,0,0,1,0,1,0
6298,0,0,1,0,0,0,0,0,0,0,0,0,3
6493,0,0,0,1,0,0,0,0,0,0,0,0,0
6297,0,0,1,0,0,0,0,0,0,1,0,1,0
6300,0,0,0,1,0,0,0,0,0,1,0,1,2
6301,0,1,0,0,0,0,0,0,0,1,0,1,0
7065,1,0,0,0,0,0,0,0,0,0,0,1,2
7066,0,1,0,0,0,0,0,0,0,0,0,1,2
7067,0,0,1,0,0,0,0,0,0,0,0,0,1
6491,0,1,0,0,0,0,0,0,0,1,0,1,3
6490,1,0,0,0,0,0,0,0,0,1,0,1,1
7056,1,0,0,0,0,0,0,0,0,0,0,0,3
7069,0,1,0,0,0,0,0,0,0,0,0,0,2
5907,0,1,0,0,0,0,0,0,0,1,0,0,3
7070,0,0,0,1,0,0,0,0,0,1,0,1,2
7071,1,0,0,0,0,0,0,0,0,0,0,1,3
7055,1,0,0,0,0,0,0,0,0,0,0,0,1
7046,1,0,0,0,0,0,1,0,0,0,0,0,2
5900,0,1,0,0,0,0,0,0,0,0,0,0,3
6294,1,0,0,0,0,0,0,0,0,0,0,0,0
5885,0,1,0,0,0,0,0,0,0,0,0,1,1
6478,0,1,0,0,0,0,0,0,0,0,1,1,1
7041,1,0,0,0,0,0,0,0,0,0,0,0,1
7097,0,1,0,0,0,0,0,1,0,1,0,0,1
5890,0,1,0,0,0,0,0,0,0,1,0,1,0
6496,0,0,0,1,0,0,0,0,0,1,0,0,1
5924,0,0,1,0,0,0,0,0,0,0,0,1,2
5925,0,1,0,0,0,0,0,0,0,0,0,1,2
5888,1,0,0,0,0,0,0,0,0,1,0,1,2
6306,1,0,0,0,0,0,0,0,0,0,0,0,2
5886,0,1,0,0,0,0,0,0,0,1,0,1,1
7098,0,1,0,0,0,0,0,0,0,0,0,1,3
6504,1,0,0,0,0,0,0,0,0,0,0,1,3
7099,0,0,1,0,0,0,0,0,0,1,0,1,1
6476,0,1,0,0,0,0,0,0,0,0,0,1,0
5899,0,1,0,0,0,0,1,0,0,1,0,0,3
6307,1,0,0,0,0,0,0,0,0,1,0,1,2
7038,1,0,0,0,0,0,0,0,0,1,0,0,0
6475,0,1,0,0,0,0,0,0,0,1,0,1,1
7037,0,0,1,0,0,0,0,0,0,1,0,1,1
7101,0,0,1,0,0,0,1,0,0,1,0,0,1
6474,0,0,1,0,0,0,1,0,0,1,0,0,0
6473,1,0,0,0,0,0,0,0,0,0,0,1,0
7103,1,0,0,0,0,0,0,0,0,0,0,1,1
5883,0,0,1,0,0,0,0,0,0,1,0,0,3
6472,1,0,0,0,0,0,0,0,0,1,0,1,3
7104,0,0,1,0,0,0,0,0,0,1,0,0,0
7036,1,0,0,0,0,0,0,0,0,0,0,0,0
5926,0,1,0,0,0,0,0,0,0,1,0,0,3
5892,0,0,1,0,0,0,0,0,0,0,0,0,1
7096,0,1,0,0,0,0,0,0,0,1,0,0,1
7095,0,1,0,0,0,0,0,0,0,1,0,1,0
6479,0,0,1,0,0,0,0,0,0,0,0,0,3
7081,1,0,0,0,0,0,0,0,0,0,0,1,3
7082,1,0,0,0,0,0,0,0,0,0,0,0,1
5898,0,1,0,0,0,0,0,0,0,0,0,1,2
6499,1,0,0,0,0,0,0,0,0,0,0,0,1
6482,0,1,0,0,0,0,0,0,0,1,0,0,3
5896,1,0,0,0,0,0,0,0,0,1,0,0,0
