car_id,target_reg,num_fold
V-1791691i,1588.78,9
T13929401h,2688.89,5
c10078355B,2448.78,4
k53527360z,1425.79,9
j47860209v,4392.91,0
L-4359316J,2003.5,8
C-1282139K,6436.72,4
V18494938a,748.94,9
i15507571c,1695.47,9
m-1183503n,4099.73,2
i-4948425K,4701.79,4
b-8098670o,872.95,4
k-2063559v,2114.12,0
W-9736867F,713.63,4
F-1617117u,4210.98,3
Z-1215607M,1047.03,5
K17948343e,839.89,3
s22711570h,4475.54,9
E-9772567U,4739.58,5
p22438429U,2129.51,4
B-6025126p,7816.35,5
d-2973997T,3534.55,0
s17922461E,3518.93,8
D-1872183T,1742.76,4
x15885063C,4263.69,4
G-2033856I,5361.27,0
p-2709288d,1289.78,8
B22876755u,1632.7,6
O19079001s,1075.48,5
R-7985955b,462.39,5
P-1455215x,1032.44,2
b-2020563x,1272.52,6
k-1116393U,8209.56,1
t10480222N,1836.0,6
N-1173416G,1871.23,3
p45485968r,1267.92,0
w-7960339R,1215.79,1
q19295660b,3396.27,9
e10695158w,1535.77,6
d-3096262i,5222.6,9
K65157128T,1375.17,3
f15758729f,2484.84,5
t-6744951h,6503.22,8
Z64841412z,3029.06,8
q14218693U,2014.13,8
i65206392I,1035.2,6
Z16324825g,3872.25,9
e58896117T,574.68,0
K-1677124d,6964.35,3
b35718807I,3345.04,5
V97485328d,335.53,0
R-2824741Q,492.69,2
M-2130010I,9794.88,4
N10159439v,3107.26,7
F45462936z,3431.93,1
p-1518592V,3864.31,9
X-2494579Q,2984.87,2
e46251116n,1702.84,1
v-9957846B,3896.62,1
u19644523F,22819.14,4
T13028640g,5805.09,7
G-1964724b,532.91,2
m16859646c,10991.28,8
d-1391916M,887.71,4
i-6370435c,2168.45,6
T12624719o,1906.49,4
B11921379d,12801.72,7
a67229154g,716.02,2
u14638117A,1555.51,2
L-6802285d,998.17,9
s-1372033F,5324.9,8
x53768772i,2168.34,2
v22019991n,5618.58,9
g88678216g,691.12,5
b-7314701z,3249.49,1
N-2930071J,1281.01,9
W-2145474K,658.96,7
d-2251789J,5276.19,0
S-1907504N,4964.62,6
e-5805562W,363.43,3
N44849090k,44195.25,6
I13538939n,7003.36,4
x-6241530r,2739.74,2
N-1337765t,30973.17,9
n10482164t,3468.48,9
q78677693j,1457.56,6
N32430719L,8355.58,9
p-8718312x,543.21,3
T-1931494b,400.56,8
y35238235q,2079.07,1
F13192545Q,2857.16,3
W18403556e,2860.24,0
M82843835N,796.62,9
s13606781f,1400.88,4
t-2138235v,1023.98,5
S16342495w,687.9,6
W-2042458Y,20638.71,3
c11505078D,1990.39,8
h-1488746F,2143.64,3
t67883849F,2561.06,9
m14751349G,13398.63,1
L-2236074w,1649.67,2
Q22604154e,243.69,3
I-1499320U,2680.09,4
w-2107765l,1588.04,0
M-4256527V,1481.43,0
V14377897W,8355.79,8
r-1938611y,2511.3,0
c-8145167j,2243.56,5
B91129852I,585.12,8
M37487017a,2098.84,4
z-2004787O,2072.99,4
l-1645080P,1757.79,9
V46220162X,35370.5,8
v84995071C,4297.8,6
H19405674G,465.9,4
O22899655s,475.41,9
Q13439225z,721.89,4
h-1050982E,951.46,6
P74322315x,4243.2,3
R15925847J,2225.95,9
z-1765070X,3486.77,5
w-1029280i,2004.86,8
z-1923449T,2336.52,3
O20152474b,2105.58,8
d-1150959l,311.34,6
E16848552h,2480.94,2
g15598327l,3083.84,5
R14260142p,15183.06,3
H-4546747T,3093.5,3
f-1148428g,2081.24,6
T-1017836m,529.53,7
g-2265044F,3784.44,4
j18260546M,2439.59,6
B-9426058n,2207.52,7
r-4084524U,1671.97,9
L-5326583i,35249.66,2
I-1760030m,726.8,3
c-1205079o,1425.22,4
s-1194174G,3362.14,7
z11424698a,2082.07,6
u12808660Q,3412.2,3
q14308699p,1328.48,6
h14275703Y,749.26,9
f21537042p,1208.75,8
w-1541101s,2460.45,2
D85554326y,7186.29,8
v19622542w,3326.59,2
g15134858G,3341.69,7
T-1971816y,6898.5,9
C-9596685X,3886.24,9
b-1448976u,2183.59,5
T20813001U,8585.28,6
N-1202466T,933.53,5
A-1228282M,3861.48,2
I-4541478k,998.54,0
C72529736J,1825.35,6
u-1444692P,635.25,5
D16135750H,409.82,6
K-1436228o,3568.99,3
i-7847314g,4604.01,6
z-1432906b,1789.34,4
a59990556c,1227.34,2
N96513993C,3875.07,6
i-1870741R,1726.82,7
s-1843132u,5843.37,3
o-1115986v,432.04,4
t38578752d,6793.45,4
C10051284I,2083.75,2
l13569942Y,44222.43,4
h-2041660O,3190.02,3
z-1435869q,4147.9,5
T-5519773T,481.93,1
O-5485697r,2181.77,6
P-1558274R,5802.07,5
x-2038594x,941.16,4
D-6990841m,3193.62,5
A65531464N,1440.3,3
o77710485U,4978.64,5
Z19095231c,1074.72,6
T10888967t,992.36,9
p-2255017N,2233.89,4
q-1756523i,2195.1,2
Y-6535925G,707.24,0
k26646728S,1916.11,1
E10817164G,1314.81,8
i99098791Y,2334.42,3
x78013621Q,1313.13,2
v72063519l,842.59,7
G-1501447C,22636.59,2
J11325795N,6140.92,1
Z21101596H,1297.35,5
J-1113742S,3857.87,0
z66178432L,974.02,0
Z-5687556v,1113.0,4
t16803701q,864.61,4
O62055401u,517.05,3
g-1993142v,6876.38,9
b-1419953q,5846.05,8
g20755268p,5675.65,7
J-1674693O,9221.41,9
y-4433197h,8431.0,1
q13192264P,5241.01,4
Y77058654W,1203.49,3
A-2296917r,5115.47,6
O-2688441F,11247.94,0
F36891838q,4769.71,3
M20797256F,7980.02,3
o14161849i,1943.62,9
L14463305V,1632.04,6
d-1069476v,5776.63,5
A18130070W,3953.61,6
N48891421Y,1086.4,3
r-3882229P,3501.59,4
k-1148512o,6668.45,4
K19117294v,975.43,1
R-9698903l,606.64,2
n18568803d,947.8,1
u18380175j,2005.08,1
v48821525w,885.96,3
R-1929076H,2447.31,4
R14565987z,4744.72,8
j-2092568x,2077.22,6
S45472418H,652.62,6
d15211601W,1702.6,0
q48434550h,6721.09,4
S24664424B,3341.64,5
z91353693Z,538.37,5
d-1078291X,2591.23,0
y-2155004p,530.79,7
f11749417l,876.4,2
h66939763B,2268.61,5
d16236969s,2821.92,4
p25512710L,3916.81,0
F37580132V,938.12,4
l-4067739z,3206.94,9
o-2117199c,8118.79,7
w12773963K,2526.36,0
C12905383w,1316.09,2
m27367092i,1074.4,6
v-2285960e,1333.88,3
k49230827x,3397.61,2
A19264202q,679.63,1
x-1917627k,3803.05,8
v34523863p,974.36,3
L18993999w,3346.69,2
x27866622h,2967.62,7
f-1853653Z,3279.68,0
R-1884707W,1851.31,9
i17810499T,1661.95,1
W78299212w,2328.32,6
w14433777p,3797.84,1
H11593230U,2007.91,8
h15130253D,8421.58,5
X11054176S,1255.23,5
Z-8446585u,3659.17,0
L12738838U,395.09,6
M13557782G,25715.43,0
f78630029r,14804.61,2
O-9483543e,639.18,8
h-5517689I,1389.69,4
I29670539p,6063.1,1
u-1562836u,2933.45,5
f-1256567w,882.65,4
d-1499264O,6980.78,5
k-9974810a,3633.87,3
I58543255u,360.83,9
J-4114552o,6611.46,3
v-1348159h,976.42,6
o-4164928U,1108.65,7
H44042475h,4807.43,5
W67288330r,256.84,4
o12808130Q,502.32,2
M-6381482U,425.99,6
u-1483442N,18716.58,6
S50025102C,2397.58,6
w-3920980N,8079.62,3
Q12332938h,5363.14,6
j-2299409Z,1890.97,2
K11706281f,3402.26,1
O-2486036j,5233.92,7
t-8810902I,1720.43,7
h20475534X,975.12,0
q-2262220H,3456.76,1
V86791015e,2868.97,0
k-4177928A,3826.45,9
i12582651H,3186.98,3
D-8879476a,5099.18,5
A-4388746k,1732.31,5
v10840367M,3529.05,1
T69253406y,3959.91,3
C17218196q,1338.54,6
Y22725587G,575.54,1
D-1297931h,959.77,7
o-3452756G,7786.76,3
o-3097493N,837.57,0
U-1111974C,3484.57,7
Y-1175573T,1817.65,4
R-1348537L,4096.04,3
G-6080211i,11765.82,3
N18096525X,1857.81,2
Z-1507790Z,5207.24,4
n20176674t,6006.18,6
a22370652k,1018.67,5
y-1494852A,1929.84,6
n-9327549l,295.58,2
I20629724K,3375.63,7
P33310269L,3941.69,1
D-2197400i,993.45,1
o-1745163l,7966.08,9
V96754329h,3685.08,3
Y17319354d,8440.01,4
k11526558b,496.26,4
T-9114355z,2717.01,1
W-1538165q,10451.34,6
P86492880m,1723.95,8
a56690336a,2439.53,5
d49016497x,1550.3,2
p17927557N,242.22,7
f-1833647Q,5076.19,4
G-5802745y,844.49,3
n72821280e,862.89,2
I14877267r,3291.79,9
n19095522k,2039.11,0
M16247717Y,3064.75,6
K94908453V,2439.22,8
C-1615695X,2408.44,2
k25002330L,34915.98,8
K23027223e,3788.94,9
e-2141689x,2377.67,6
i-2296057M,4361.76,8
j10329551Q,1406.9,6
U43132093r,5181.24,4
P22362100d,2507.84,4
q11710186w,4278.82,5
u-1256596i,1136.52,0
b-1441595E,3553.65,7
C88130543S,3029.94,4
k-2258315m,4381.56,9
u-8880366u,3273.75,7
L73176899o,4819.4,1
j10534290W,529.27,0
W-1261565K,6843.31,9
f21748487q,3363.31,8
N-3700375g,8101.48,1
W11094351T,656.07,0
e-1632869f,7309.87,7
A-7245140H,1667.31,5
a38819194R,892.57,5
D88344444z,10885.07,7
E-2196240r,1227.56,1
P58511672r,1166.93,2
U19913900a,1798.85,7
X88728094G,1319.76,5
K14458511K,605.53,6
d-3934635Q,1504.53,5
S-8631452Q,3527.38,7
Q58926665G,1968.53,4
W-1652862N,951.77,4
X18004949I,2998.79,0
E-4467489A,616.7,7
p15480858O,1805.76,1
e64842741d,3309.95,1
f-6608406e,8506.96,7
f-1958284u,6438.71,3
I-5997907e,923.78,2
A-1079539w,2674.5,7
G-1995566F,2352.1,6
o25113856w,1608.03,2
Z-6848638K,3868.5,4
L-8838271K,2580.1,5
S16201816J,3061.37,1
W-5465085u,9848.78,9
i-1727733j,3736.25,8
I-2277221J,411.76,7
J12910153n,918.07,6
N76275408I,2049.76,2
t11302884D,834.19,7
R-2936061K,16164.82,4
v-1922740b,9040.43,0
m22595960l,3761.92,3
m-1081136r,8003.39,4
T-4791409E,840.4,0
H22874195d,467.08,0
C13109091o,7073.6,0
h14762717O,1193.09,6
M-1111680h,9751.41,8
f-1640048B,3553.42,7
C-1072482Q,341.89,7
R63811585p,898.87,0
d-1051262p,1003.22,0
i11748425a,2811.94,5
a97165984P,2386.96,0
P20515953Y,1759.16,5
M-1963958p,465.83,7
o21869800I,2457.85,3
t87727056H,8576.36,1
k21821329d,2942.87,6
e-1793470V,854.53,4
U-6122657S,1331.55,7
N41647899e,3088.21,6
N22527355E,2154.37,7
H17549143D,1661.32,7
h-2128254A,1823.74,7
e11547536L,976.12,5
y-3814795q,1498.65,2
V12462480t,4259.42,8
p22133368b,72270.26,7
M-1786506l,982.18,6
E-1192475T,2056.93,3
E11949860p,2409.97,1
h-2096845p,3960.05,6
G17430753s,4622.74,5
w-5388022o,3405.32,4
B25854093d,458.06,0
Z69629123S,4232.08,2
h-1428946I,726.05,8
S-1358921N,7916.74,6
Z60401723J,2672.71,9
s18901076N,7024.47,1
V-1176448O,1809.22,1
j26265780j,2606.62,7
r48172718A,908.63,1
d-8002745O,3550.91,2
q-1487182h,639.77,0
D-8569809Z,1723.61,5
v-1780358c,21268.97,4
I-1820859i,1853.24,8
q22680253Z,10241.98,1
E-1232264m,9477.69,2
Z12282683t,5829.17,4
w-4694330w,4428.69,6
u41475684g,946.0,3
v22877971A,10847.7,2
U-1810601i,1667.72,8
f-1733732O,454.62,2
T89595628a,1692.7,4
Z-2109687y,634.33,5
r21497854N,1929.52,8
U59594722h,3953.7,2
v-9816729Z,1563.47,6
h-1856871O,13956.27,4
r66547692x,3162.2,6
H22956801B,2897.36,2
E-1030575F,514.94,6
K14620940o,1281.51,7
M65548078V,2468.94,5
N-1726327i,4038.63,3
w-1247066y,3853.37,1
g42249929i,1009.61,7
a20879753i,568.37,5
R-1015571o,1982.95,6
D18873569A,2905.43,4
P-1424840K,1529.78,6
u-1813398B,677.52,9
o-9110587W,5928.65,3
U10311712e,668.34,4
m-1088453g,1477.72,4
f-7120148O,1447.7,8
f43525913Z,3267.84,4
V-1004656F,3701.39,6
N-1585083b,995.23,3
t15843955M,1349.43,6
N-3512121s,834.62,9
E-2184088G,3516.33,7
h15062276x,2076.69,3
s90558240D,7434.61,5
L-1816115Y,5420.93,5
i40584522k,1425.18,8
A-1680490U,1027.74,1
u12261336F,1558.65,3
q-1248463u,2098.17,6
m52656713y,14465.59,3
L-6228218t,1657.03,2
k40909397b,1478.46,5
A-1721538a,1700.48,9
p14707024B,6220.67,0
u-1058332x,3011.48,1
w13176062d,2279.53,3
B13169162p,592.95,8
f17933532Q,2161.7,2
P-1313124Y,813.0,8
F14063148j,5261.5,6
J79491457w,2492.24,5
o73706221L,8257.45,6
Q13493762f,4875.65,3
I12233871v,672.02,8
A19937465q,1914.59,0
i12150044m,705.55,3
E-1571710h,1787.36,9
R61678217L,595.57,5
k-1178981C,2365.96,0
M77185218x,1623.22,9
k11391896M,2884.32,9
l-3474389b,1428.8,4
x-1367493b,3239.51,0
N28690532T,404.65,3
M20461177C,3043.17,9
v-1950459j,1172.96,1
P-1366157f,6414.13,2
k-2198355u,1257.14,7
r-2272437U,485.3,0
H-1610911B,1526.39,9
o-4950899p,1439.07,4
q-4569496u,5488.57,5
B14927437i,2758.26,4
E13226619z,3204.34,8
g-1495042h,2228.86,8
a-1279143n,3123.72,2
n84700288Y,6011.18,3
P94483357J,3131.24,9
e-1100534R,1224.81,6
p-1097843f,389.65,6
k28316812g,3314.18,5
T77801635B,1748.15,6
z-3757964J,2193.08,1
n83325059s,2949.71,8
n-5592412g,1001.51,3
X20156241e,20275.29,2
v-3839326y,1037.61,4
d21849459k,19103.96,5
V11493739H,683.31,1
e-1713473l,2118.53,5
o-1428006H,1238.59,2
P-1019884q,612.52,2
a-1405894q,4965.27,3
d-7666372x,3289.89,4
Z-1984492i,1251.53,3
r10507876y,8810.55,8
N12915117c,668.45,0
s48916749r,2400.72,5
x-8009442a,939.36,8
V-9605877z,2765.43,4
J12356869N,721.83,0
A14283545z,585.51,5
q11931054T,2856.44,6
a18429533v,1026.73,2
Z13225783s,4446.16,1
r-5143581F,1803.67,6
I38773245A,3096.65,1
Z34825463y,411.51,5
Z22393693I,1128.74,9
Z-2191916Z,1320.69,7
v-9686944h,643.35,5
Y74309277t,2852.45,4
O-2071605g,2521.85,4
N-5150907H,1137.6,3
L-2259780s,677.22,3
O25177740V,2628.54,9
h64057348f,1645.59,7
i-3471993K,1425.4,5
o30401798v,2285.35,2
s11758995J,1373.07,4
m13716525T,1110.09,8
I22962781q,791.63,0
i-2002618e,1994.47,6
S13436513x,16151.93,5
a11027421p,5187.05,9
c-6945557y,5580.35,8
c-6308705d,1462.94,9
P-2109405G,2936.53,4
X-2155322c,1904.22,5
e-4777482n,2257.82,5
r-1093205B,5131.06,0
l-6384509w,5203.35,3
p60146435a,3288.82,5
p-2236312n,507.04,9
a-2141621o,2294.28,2
l21588657Q,3427.13,3
u93240925H,3705.65,0
B22565681K,742.77,2
l-1476769O,2439.9,3
S-1091522c,3041.06,0
Y-1061099U,9203.96,1
W36422656G,581.67,5
y-1223003V,3058.58,1
R53335131O,4950.84,7
B-1031686U,4998.67,6
q49298313H,1465.49,5
Y-1143965Q,36689.83,5
S24142286K,1909.15,0
t-1802527u,765.85,1
Y-2144374L,668.11,1
C-1160143Y,2885.71,6
d-1898242x,1720.1,7
k11852509F,6556.95,8
n55774167X,1055.83,6
M22148410M,548.01,6
z16830819k,2041.23,5
z-4653924H,5584.46,0
L-1749801m,977.72,6
f-2607363Z,521.35,4
K-2477266U,1155.87,6
W18352080m,1452.38,5
m73044907l,7185.29,6
L85244434f,2147.26,8
j24265577h,823.14,7
z30949635I,1649.74,0
F12160774Y,2482.59,1
b17612610K,1266.19,7
i30546413z,6493.27,6
Z-4890116p,725.93,8
R-1156519s,3213.13,6
O-1332601s,10594.99,1
b77936061P,1992.11,3
m11184489u,1582.27,6
v-4415133s,2468.05,2
H-1361541T,643.35,7
N10483951b,12605.61,3
c13849387F,1593.53,3
Q-7081222u,707.47,6
m-9016178m,4399.51,8
Q16225830I,5092.48,2
U-1153003l,7503.44,9
r-9955746M,1625.36,1
u21483945j,4944.95,1
X-1533262M,4877.38,7
y12035374i,2651.31,4
Q36615111R,4960.33,2
y22394536i,11671.11,9
Y-1269300M,1446.26,8
T19756755G,47876.25,3
z63831486P,996.82,6
t33324223A,1052.67,3
E-1432268e,2239.91,6
C15710178d,1606.13,8
q-1009009e,1292.12,2
H-1760771N,2095.19,3
u-1663903c,1918.04,2
s77828126e,1423.85,1
r18055390O,4817.07,8
k-2099585y,2047.85,0
P11233777z,1525.88,9
Z-1646206B,2954.21,7
m-2097732q,5833.99,4
H-2071162e,737.61,4
P-4438054o,1933.56,3
y15810685M,8307.93,2
d21227181g,5259.08,7
Z-1064749o,2421.17,0
M11266536h,1623.0,4
W75044414r,3970.85,5
N13425049S,7849.84,9
x39431048L,788.3,9
Z12150281q,259.04,1
h17140125L,594.45,9
W-1536006u,1341.43,9
D-1643531L,4800.57,9
l-7638691q,1100.12,5
v-7261069g,3681.58,7
j21980629t,4923.7,0
I18110998S,2516.26,9
P18925683P,1367.67,6
z20009031Q,3983.13,1
X-1265885g,1057.95,0
x-1331305Z,1066.98,6
j-1650243q,1113.68,8
j-8936156D,6966.85,6
Q-7254581y,3246.5,0
A-1339912r,2301.52,1
P17182864p,6360.84,4
n-4305943r,1962.88,0
v22568580b,83280.79,4
K-2148384J,3562.36,3
H22200136U,8263.2,7
w-1155728y,1438.43,2
a-1448713X,1315.39,9
B-3521656h,1442.83,5
P12327999U,1820.26,8
s-2215336y,650.27,0
x40724550Q,4588.73,7
o12778916s,592.84,9
n22697202D,3689.18,4
M-3079970D,2479.98,7
Y11193447p,2856.6,4
f11034155i,4506.22,1
S-2198765D,1251.56,5
H49846586w,2061.35,6
r-1157052Q,2097.22,1
e-4053068Q,2171.45,3
z14411100u,26570.32,9
t18089882q,1233.7,7
a-1306492a,1997.68,4
X19967327p,2430.3,1
R19722314B,506.81,8
m-1897070a,636.08,3
V-1522589e,3234.11,5
t-7837678N,10220.13,5
B-1876818F,1749.36,5
A-2216788Z,2142.74,1
y58058702q,547.08,1
q67265035S,3759.43,9
o-2235999Z,1799.91,6
e16211606h,2348.93,2
f-1511931z,4870.54,8
r78044474N,1545.38,2
X-2032215W,8072.34,6
V54929635N,1383.18,9
Y28100048o,8582.91,1
s-1113642y,5967.2,5
u-1610558w,3018.18,5
o-7943338e,2738.08,7
V30731252o,3363.49,2
J-2049569a,1187.74,1
q73965014U,4598.63,4
Y-2223402p,2102.78,5
f91083403C,895.53,5
F-1424198I,1976.37,4
b-1350184G,8535.21,2
x-1906536c,9747.31,8
u18980487U,985.65,4
e-2144486u,4610.58,5
T91451342E,2698.01,6
G-1056464Y,1134.67,4
r-5783636b,1205.64,7
r15183017n,1185.48,4
L19403211X,3203.98,6
a10378761Y,7833.3,5
B-3210975f,4679.27,6
c-2970759Z,5107.38,0
w-1633549j,909.84,0
R16318248Y,1719.71,2
S22586262X,4468.71,2
O-2404534e,7520.55,5
T10517369V,3160.22,9
X11944438J,11468.72,8
g-2800926C,1596.24,1
c54659423P,834.26,8
G13384578X,3150.19,8
a-9615725L,6584.65,1
w-1727439L,13707.77,0
j-1671899T,1678.83,8
u15513075K,308.07,4
A28143979P,576.96,1
N-1944861C,4218.37,8
G-2566303j,10080.02,2
c17239719M,2211.07,5
D70169920n,720.12,6
K42844728e,8237.22,3
n14331762U,527.84,9
i-2071885N,5407.68,4
q15127304Z,7906.59,8
i99395396b,35341.99,5
o13713439w,2569.19,9
x-1078063X,3956.8,8
y-1004097K,1663.4,7
k56274815U,3933.43,2
U-6432729p,4547.94,5
x-2282172P,2135.68,9
J87163790k,1312.31,0
K-6183157n,959.79,2
l55253895U,1347.91,6
W98320909n,1716.26,7
f10607422r,4150.87,7
C13983433s,2316.2,9
K-9603888y,7403.06,8
U-1298358e,1130.47,9
u15884696J,4884.31,8
f22758859h,3671.32,3
F21467141f,1980.91,7
N23968812K,3360.96,2
L-1924578I,4568.7,9
A12536310C,5836.59,4
H-3320077V,838.27,3
U54140464j,1027.51,2
H65625440y,4294.86,7
O-1758049J,6236.71,9
H-1890031K,4245.41,9
M11283443a,1081.26,4
l-1177682G,55572.18,7
l-4181518C,1200.36,1
U-4011173t,2897.67,9
M10065891P,2967.94,7
p-3304414p,4400.13,5
t-1335409s,1968.79,1
L18732146r,578.5,5
K-1849358w,2364.89,5
K11972350D,1001.94,1
B-1790381b,2191.11,2
J22037391Y,1045.31,7
c20402175f,7373.64,5
g-1222874V,973.01,7
o61274518L,47767.73,8
R21238764k,2746.94,4
N-8998248z,842.64,8
M-2095669m,763.07,8
O20073823x,880.45,9
k-7279260O,945.63,1
Y-2287151K,3236.26,2
Y-6116422G,5823.22,6
q-1219686k,535.66,9
V72431856M,953.35,4
P-3038526g,7076.16,7
D-1410955h,9821.39,4
D-1248163R,18561.17,7
Z20694511D,2701.59,9
C-6629572u,1320.73,0
t-8867045F,12547.27,5
a-2041286I,4825.4,7
f57618195v,1288.43,0
i-7895274m,1409.45,6
i19007345u,5897.78,2
B-3724978v,1711.98,1
N15209085J,3047.15,7
M21896536R,3908.33,5
J-2212008m,583.47,0
j-9398790z,3128.88,9
k15205794j,7167.82,0
E-2150699K,1141.25,1
x74754036i,2299.34,6
d15380405J,4828.72,5
z-1598953V,1716.39,1
l29142213W,1236.22,0
u94329520r,2179.09,7
I22669475d,2779.84,5
C19987871T,823.07,9
o-2007726X,1864.24,2
m22088268l,6855.92,2
J-7133460X,3295.82,4
j18905567d,1297.09,3
T87605457N,6183.11,5
T12554358v,1303.03,0
h-9430035Y,497.43,7
O22101080f,6511.4,6
Q71887331L,3895.28,8
q98465080J,2555.74,2
g16521808T,1578.69,4
h-1921200Q,34822.92,3
Y11727925P,1187.82,1
q92431240q,1282.87,2
A-1921611o,1246.71,9
F-7066018m,1384.92,8
J30439877U,1340.04,3
l76478248L,3195.41,9
p36740787D,2998.41,8
t-3165089E,3115.73,8
t-1966351G,947.78,8
I-1759097y,697.79,9
v14951627H,545.82,3
I-5231243q,2028.44,2
P-1509985h,4786.53,4
Z71955553Q,879.35,7
R-4978958a,9194.34,0
i22644848F,2097.0,8
y15813898N,1859.03,5
y24799398d,1117.36,5
W-1602334H,957.72,9
P-2086663p,9657.67,0
A-1952360y,4028.65,0
f11353067l,2415.53,8
Z20404510i,1703.69,7
z-1370671x,1497.0,3
i-1641236y,2808.18,4
q-2131513C,2669.15,6
m10508273p,1181.62,5
F-1309656v,3638.02,7
X29439521Y,625.62,1
L56695370k,1535.84,0
w-3360902w,4571.69,7
Z12981419x,939.53,4
Z82302317n,3381.79,9
u20627445L,6466.33,3
i-2063652a,5489.05,7
D53387197K,648.59,7
T46205315a,1412.7,3
o-1654709m,4008.11,3
Y18898842Z,1671.83,3
U-1438444g,270.62,4
B22148840H,583.32,2
p-7909067P,4022.4,2
K82118402p,3363.16,5
P-1904625Y,604.88,3
B63005670E,2476.53,9
a-1298983n,2746.43,9
a-8447401l,6070.4,3
i13565099o,850.93,4
f-1485816K,576.1,5
g15201375h,559.49,9
d-1056916g,1608.62,4
w-8386823A,3010.53,8
e14576423c,10499.81,8
U15626570a,1369.17,5
C16763454I,808.55,6
p-1077837n,1456.43,1
x-1500687G,3150.75,8
H22971297C,259.44,3
v99331575G,6931.23,0
H-7693291w,6012.76,7
f61114188C,597.23,9
B-3413598z,4912.34,0
J-2163633P,843.49,0
c96131700J,1780.15,1
Q-1467343c,1238.95,1
K47229301D,17588.08,2
Y-1641594R,1570.66,4
q33500226d,1106.07,2
x-8934991u,1695.26,4
H41383708k,1762.83,9
g91653716Y,902.71,2
C11147530X,11980.46,7
u-2300894n,1529.43,8
Q17527154g,1480.92,3
m-2207671H,4122.04,8
n21219044S,11714.5,4
Y-1909289A,2233.82,9
n31468349R,3145.66,3
r32178017j,1379.06,4
q83106491d,2428.85,3
w30595040m,2143.64,8
x-1954941U,609.79,6
V-3403078z,862.31,6
a10804017l,1043.98,3
Y11021530E,3214.45,6
w-1503651B,1080.66,1
r-6945448j,7000.7,7
Z11816007p,7067.26,8
x13838636N,1652.54,9
t-1367911e,3504.9,3
v56255169f,3379.16,4
B-4259316m,3692.44,5
v-7924266I,613.82,4
L12695976N,13682.73,6
q-8187613B,4055.97,7
e16015891b,827.65,6
x-5000537P,1134.48,0
D-7880387d,2514.83,1
H31712627R,2521.1,8
f-7760435s,3237.09,5
a-1602414F,716.73,4
y-4993026F,760.82,4
a15377311f,5336.01,5
U-1696081V,2241.96,5
s19224549D,3943.87,9
w20823113G,1919.54,7
l-1349820J,45975.55,7
R-2948274o,1742.93,7
t16782318O,1348.53,8
Y-1457465R,5135.18,9
v-2144197C,3428.18,7
x-2014093y,4140.32,6
d-4591998F,2212.28,3
r-2090723O,2047.29,8
U-1191921E,14576.35,5
r-1970023T,659.6,8
S-1674892M,936.89,8
G-2162452R,4972.06,6
A80378730d,1090.8,7
u-1819284w,2337.2,1
v-1209318r,1339.7,5
p-3416801F,2516.93,3
g11810192a,2957.29,8
b46831044u,359.88,3
y22428950Y,728.12,0
v20100933V,1306.95,2
d12165520i,9641.48,6
l-2243901f,5765.21,5
m16922194d,766.09,5
t-1587546h,3392.2,2
d86346817o,914.31,3
l79825102V,1193.31,3
C-1658821I,9101.62,2
n-2084367B,854.24,1
z19301567i,2981.9,9
H-4823323i,3729.49,9
n31353865P,225.54,5
i-1314717a,3139.65,6
g88708259n,2218.47,1
M10208049m,30813.35,2
p10312031l,512.43,0
j15820254t,1001.06,2
b11219834D,5299.69,8
g27845738D,2838.02,0
a-2277951A,471.25,2
b-8541663W,9555.57,0
c-1328664u,1740.48,2
q-1501864D,1379.67,2
P-2028474q,2231.11,3
b-1943502r,2069.65,7
X13904036v,3633.23,0
p22201009c,4601.28,2
b-1731846p,4742.04,6
m-1232449r,1681.63,4
s73955878e,850.5,3
w21104807B,3117.36,6
Y-8714590s,1527.44,3
n-6604555n,940.75,2
B20112755F,6821.04,4
r-1818598c,3604.37,4
b48529290x,4731.81,1
P91727327m,869.05,8
J20066002Q,2951.55,8
P-2704218g,1733.33,0
l-1379405m,1091.57,4
C-1517922h,1468.96,8
I-3302827r,482.7,4
t-2006618I,10787.3,8
E-6273926P,421.22,6
a10698807I,2251.72,4
A15941630F,3557.86,0
t-4403975D,6345.42,3
R14388702V,3430.58,6
j-9803131z,875.99,3
V-2042242Z,2556.38,6
Q-2229156F,3166.66,1
P17330852B,3699.85,3
f11770501z,902.28,6
O-7679980f,52576.54,3
d-4958292z,732.46,0
i24986996P,8010.84,1
q96758261e,10222.22,3
r15504196O,1200.05,1
s-9164758n,2092.55,2
R16339581p,1896.82,7
Z92202314D,1739.46,8
A10851146v,993.53,7
Z49218892E,4338.21,8
Y10613935s,1099.09,9
C-6633868m,1173.36,8
R12442788C,4376.55,6
N-2189109n,1816.34,1
x-1111076W,3330.13,3
e23025129X,1400.87,4
I-1847374X,6801.49,1
k15171262X,3149.56,2
d-2112406w,7787.97,8
x-1408552U,1089.4,0
Z34332118r,8711.34,7
h-2930740k,7607.01,9
V-9728915a,1078.47,0
M17938835z,1534.77,5
d42149834P,1691.84,2
y37826050q,3582.57,2
j-1349295E,2575.8,3
I47319182n,1032.32,4
f-1300760u,504.84,8
v14623001k,1863.93,7
f-1863210S,7126.0,8
t94682640x,5138.44,1
L-6391483w,1222.07,3
s18030533g,3224.55,2
I-3655411V,877.81,3
Q-3432704o,3406.26,0
